"Product","City","Channel","Price","Brand","Prod.Type","Date"
"Prod. 26","City 5","Channel 5",52,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 3",24,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 3",27,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 3",26.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 4",45,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 4",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 4",38,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 4",45,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 1",34,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 2",39,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 2",36,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 5",48.13,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 5",55,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 4","Channel 4",49.8,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",24.5,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",39.8,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",35,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",36,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 1",35,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 2",32,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 2",33,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 5",56,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 5",68,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",24,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",24,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",25,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",24.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",28.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",25,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 3",23.99,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",28,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",24,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",29,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",26,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 1","Channel 4",25,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 2",42,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 2",35.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 2",43.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 5",65,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 5",47,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 2","Channel 5",46,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 1",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 1",32.3,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 1",38,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 1",27.5,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 1",35,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 2",25,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 5",35.34,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 3",32,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 3",27.15,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 3",35,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 4",34,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 4",30,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 4",34.9,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 4",33,"Brand 3","Prod. Type 6","Date4"
"Prod. 26","City 3","Channel 4",35,"Brand 3","Prod. Type 6","Date4"
"Prod. 27","City 5","Channel 2",35,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 5",48,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 3",25.8,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 3",28,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 3",30,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 4",45,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 4",32,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 4",37,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 4",40,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 5","Channel 4",39,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 4","Channel 2",39,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 4","Channel 4",32,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 4","Channel 4",35,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 4","Channel 4",39.9,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 1",30,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 2",29,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 2",26,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 5",50,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 5",32,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 4",29,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 1","Channel 4",30,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 2","Channel 1",30,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 2","Channel 5",25.13,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 2","Channel 3",31,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 2","Channel 4",38,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 2","Channel 4",30,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 3","Channel 1",29,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 3","Channel 2",27,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 3","Channel 5",44.83,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 3","Channel 4",38,"Brand 3","Prod. Type 5","Date4"
"Prod. 27","City 3","Channel 4",33,"Brand 3","Prod. Type 5","Date4"
"Prod. 28","City 5","Channel 1",35,"Brand 3","Prod. Type 5","Date4"
"Prod. 29","City 5","Channel 1",35,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 5","Channel 3",37,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 5","Channel 3",47,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 4","Channel 4",48,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 1","Channel 1",48,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 2","Channel 1",45,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 2","Channel 1",37,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 2","Channel 5",47,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 2","Channel 5",43.78,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 3","Channel 1",48,"Brand 3","Prod. Type 4","Date4"
"Prod. 29","City 3","Channel 4",39,"Brand 3","Prod. Type 4","Date4"
"Prod. 30","City 5","Channel 2",39,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 2",49.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 2",26.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 2",34.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 2",40,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 2",27.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 4",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 4",29,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 5","Channel 4",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 1",22,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 1",29,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 2",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 2",26.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 2",20,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 3",18.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 4","Channel 4",43,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 1",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 1",33,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 2",29.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 3",24,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 3",18.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 3",24,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 4",23.99,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 1","Channel 4",23,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 2","Channel 2",31,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 2","Channel 2",27.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 2","Channel 4",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 2","Channel 4",27,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 2",30.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 2",25,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 2",24.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 3",28,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 4",24,"Brand 2","Prod. Type 3","Date4"
"Prod. 30","City 3","Channel 4",26.1,"Brand 2","Prod. Type 3","Date4"
"Prod. 31","City 5","Channel 1",30,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 5","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 5","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 5","Channel 5",43.59,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 5","Channel 5",42,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 4","Channel 5",45.6,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 4","Channel 5",45,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 1","Channel 1",29,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 1","Channel 1",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 1","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 1","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 2","Channel 2",56.99,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 2","Channel 2",44.5,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 2","Channel 4",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 3","Channel 1",38,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 3","Channel 5",45.6,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 3","Channel 3",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 32","City 5","Channel 1",39,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 2",36.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 2",29.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 2",45,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 2",29.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 2",37.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 3",27.5,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 3",32.5,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",45,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",47,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",30,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",28,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",38,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 5","Channel 4",36,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 1",23,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 1",38,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 2",39,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 2",39.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 2",22,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 3",37,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 3",29,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 4",38,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 4",34,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 4",37,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 1","Channel 3",25.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 2","Channel 2",40.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 2","Channel 2",39,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 2","Channel 2",39.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 2","Channel 4",38,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 2","Channel 4",30,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 2",41.99,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 2",33.5,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 2",39.9,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 3",28,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 4",30,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 4",29,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 4",33,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 4",34,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 3","Channel 4",36,"Brand 2","Prod. Type 3","Date4"
"Prod. 33","City 5","Channel 1",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 1",34,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",59.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",39.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",29.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",54,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",50,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",27.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 2",39.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",46.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",46.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",44,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",38.32,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 3",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 3",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 3",38,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 3",33.5,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 3",38,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",49,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",38,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",44.25,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",52,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",52,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",36,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",42,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 4",45,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 1",35,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 1",31,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 2",50,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 2",44.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 2",25,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 5",46,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 4",38,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 4",39,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 4","Channel 4",48,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 2",39.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 5",38.3,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 3",34,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 3",28.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 3",40,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 4",28.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 1","Channel 4",26,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 2","Channel 2",49.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 2","Channel 2",44.5,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 2","Channel 4",40,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 2","Channel 4",30,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 2","Channel 4",40,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 2",45.99,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 2",39.5,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 2",45.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 5",54.2,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 4",30,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 4",33,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 4",36,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 3","Channel 4",40,"Brand 2","Prod. Type 6","Date4"
"Prod. 34","City 5","Channel 1",45,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",69.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",67.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",59.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",74,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",65,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",50,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 2",59.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 4",46,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 5","Channel 4",58,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 4","Channel 2",54.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 4","Channel 2",25,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 4","Channel 5",39,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 4","Channel 3",37,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 1","Channel 3",29.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 1","Channel 3",40,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 1","Channel 4",36,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 2","Channel 2",64.4,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 2","Channel 2",58,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 2","Channel 2",49.9,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 2","Channel 4",49,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 2","Channel 4",30,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 2",50.99,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 2",65,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 3",38,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 4",38,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 4",42.5,"Brand 2","Prod. Type 5","Date4"
"Prod. 34","City 3","Channel 4",46,"Brand 2","Prod. Type 5","Date4"
"Prod. 26","City 5","Channel 5",54,"Brand 3","Prod. Type 6","Date4"
"Prod. 27","City 5","Channel 5",49,"Brand 3","Prod. Type 5","Date4"
"Prod. 26","City 5","Channel 5",54,"Brand 3","Prod. Type 6","Date4"
"Prod. 27","City 5","Channel 5",49,"Brand 3","Prod. Type 5","Date4"
"Prod. 31","City 5","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",47,"Brand 2","Prod. Type 6","Date4"
"Prod. 31","City 5","Channel 5",45.57,"Brand 2","Prod. Type 6","Date4"
"Prod. 33","City 5","Channel 5",46.9,"Brand 2","Prod. Type 6","Date4"
"Prod. 26","City 5","Channel 5",53,"Brand 3","Prod. Type 6","Date4"
"Prod. 27","City 5","Channel 5",48,"Brand 3","Prod. Type 5","Date4"
"Prod. 13","City 4","Channel 3",27.9,"Brand 4","Prod. Type 3","Date4"
"Prod. 14","City 4","Channel 3",30.9,"Brand 4","Prod. Type 6","Date4"
"Prod. 13","City 4","Channel 3",28.9,"Brand 4","Prod. Type 3","Date4"
"Prod. 15","City 4","Channel 3",13,"Brand 4","Prod. Type 2","Date4"
"Prod. 30","City 4","Channel 3",19,"Brand 2","Prod. Type 3","Date4"
"Prod. 32","City 4","Channel 3",31,"Brand 2","Prod. Type 3","Date4"
"Prod. 13","City 4","Channel 3",27,"Brand 4","Prod. Type 3","Date4"
"Prod. 15","City 4","Channel 3",12.9,"Brand 4","Prod. Type 2","Date4"
"Prod. 8","City 4","Channel 3",30,"Brand 1","Prod. Type 6","Date4"
"Prod. 10","City 4","Channel 3",40,"Brand 1","Prod. Type 5","Date4"
"Prod. 36","City 5","Channel 1",15,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 1",20,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 1",20,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 1",15,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 1",20,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 1",14,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 2",22.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 2",23,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 2",23,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 2",20,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 3",19.5,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 3",18,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 4",14,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 4",18,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 4",22,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 5","Channel 4",15,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 4","Channel 1",22,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 4","Channel 2",19,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 4","Channel 5",25,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 4","Channel 4",24,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 1",20,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 1",14,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 1",17,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 1",13.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 2",17.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 1","Channel 3",14,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 1",15,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 2",18,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 2",19.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 2",28.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 5",17,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 3",13.9,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 4",15,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 4",17,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 4",19,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 2","Channel 4",14,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 3","Channel 1",13,"Brand 6","Prod. Type 9","Date4"
"Prod. 36","City 3","Channel 2",15.5,"Brand 6","Prod. Type 9","Date4"
